Gene_ID,Gene_Name,logFC,logCPM,LR,PValue,FDR,Regulation
BCIN_07g07090,Uncharacterized,-0.848701471468548,2.39322374126087,14.5436652057969,0.0001369483310819,0.0005938107232354,DOWN
BCIN_03g00820,Uncharacterized,-0.569318207107416,4.99252975982763,14.4819550184507,0.0001415086408815,0.0006132753635787,DOWN
BCIN_16g05198,Uncharacterized,-0.639875680607363,3.69940723451276,14.4779299913828,0.0001418113433571,0.0006139689297157,DOWN
BCIN_08g04810,Bccp6,-0.470235066307974,6.86244777606634,14.4684717871316,0.0001425252168967,0.0006167493925743,DOWN
BCIN_15g02000,Uncharacterized,-0.895040867909067,2.91778850933996,14.4660671983544,0.0001427072833666,0.0006172269286112,DOWN
BCIN_16g04640,Bcfdh1,-2.39497923954363,10.7477092056099,14.4432478433903,0.0001444467785984,0.0006244366767437,DOWN
BCIN_02g02730,Uncharacterized,-1.08231564655028,2.73020219827103,14.4044611145415,0.0001474525794105,0.0006362728334039,DOWN
BCIN_11g05790,Uncharacterized,-0.64813895528364,3.78537131238767,14.4041051079499,0.0001474804580737,0.0006362728334039,DOWN
BCIN_01g01300,Uncharacterized,-0.954713347154176,6.46254107831374,14.4020094897249,0.0001476446722921,0.0006366621715524,DOWN
BCIN_10g04370,Uncharacterized,-0.706948445031166,5.66965532707388,14.3923818780784,0.0001484014683115,0.0006396051265687,DOWN
BCIN_15g03800,Uncharacterized,-0.511047621838405,5.08256922946812,14.3475881119653,0.0001519742572789,0.0006546758920919,DOWN
BCIN_01g11390,Uncharacterized,-0.471204100318262,4.49896631036145,14.3108940403636,0.000154965462712,0.0006668938687814,DOWN
BCIN_04g05660,Bcalg13,-0.536174144042177,4.3690542445102,14.3021808500698,0.0001556844070364,0.0006696530191719,DOWN
BCIN_03g03860,Uncharacterized,-0.506041254454212,4.94522303767493,14.2908945933413,0.0001566206563179,0.0006733436508135,DOWN
BCIN_05g01380,Uncharacterized,-0.828677650735773,7.3508174692613,14.2864756499849,0.0001569887716604,0.0006745892948984,DOWN
BCIN_02g06700,Uncharacterized,-0.434388367414877,4.38765903731835,14.2584796828396,0.0001593412780026,0.0006829932170164,DOWN
BCIN_09g03820,Uncharacterized,-0.466699888343617,6.785905958113,14.2358586854245,0.0001612680340003,0.0006909078987762,DOWN
BCIN_11g02570,Uncharacterized,-0.844755225636431,4.387796799217,14.2280063505438,0.0001619423327949,0.0006934515713264,DOWN
BCIN_05g06250,Uncharacterized,-0.741591633741152,4.42163076395159,14.1875971591928,0.0001654575354433,0.0007070968259986,DOWN
BCIN_04g02320,Uncharacterized,-1.09545831886969,3.92825818749293,14.1758250825278,0.0001664959723459,0.0007111815553258,DOWN
BCIN_09g04970,Uncharacterized,-0.680758384817628,2.07048688861353,14.1597298669167,0.0001679263923237,0.0007169357434178,DOWN
BCIN_06g02430,Uncharacterized,-0.639423077299339,5.63456979941333,14.1287187265977,0.0001707174189786,0.000728490245488,DOWN
BCIN_05g04870,Uncharacterized,-0.726664399690675,8.85851681908203,14.1251432246062,0.0001710422063699,0.0007293391515515,DOWN
BCIN_01g06060,Uncharacterized,-0.747381043480814,8.10771842298164,14.1129341981226,0.0001721559340564,0.0007335376853584,DOWN
BCIN_03g07130,Uncharacterized,-0.626138346342919,5.56971366744314,14.0851887215035,0.0001747141599282,0.0007440696558648,DOWN
BCIN_16g03340,Bcdfr1,-0.532838410455403,4.37779612844775,14.0642907379282,0.0001766662760582,0.0007520111958623,DOWN
BCIN_02g01230,Uncharacterized,-1.21114131088935,4.49886403936393,14.0309046783779,0.0001798306146763,0.0007639694474427,DOWN
BCIN_11g03360,Uncharacterized,-0.713913274004051,7.77496822298737,14.0107733249738,0.0001817661970358,0.0007710505953116,DOWN
BCIN_14g05420,Bcprm1,-0.672494921401714,5.76321427539926,14.0088846214819,0.0001819488647285,0.0007714452604524,DOWN
BCIN_03g01100,Uncharacterized,-0.566805437113571,5.36003024269596,13.9573922221664,0.0001870008820661,0.0007913445559677,DOWN
BCIN_06g01640,Uncharacterized,-0.638869710995307,6.93197179588128,13.9573008446482,0.0001870099717483,0.0007913445559677,DOWN
BCIN_10g03350,Uncharacterized,-0.750332774380746,3.09819371099529,13.9444995474135,0.0001882877759276,0.0007963601412331,DOWN
BCIN_11g02770,Uncharacterized,-0.650762640325822,5.47064173918809,13.9365171724452,0.0001890890116269,0.0007993561508217,DOWN
BCIN_04g03460,Uncharacterized,-0.532274335020482,5.12106111481261,13.9273384170837,0.0001900145810804,0.0008028745701324,DOWN
